State FIPS,County FIPS,Name,Poverty Estimate All Ages,90% CI Lower Bound,90% CI Upper Bound,Poverty Percent All Ages,90% CI Lower Bound,90% CI Upper Bound,Poverty Estimate Under Age 18,90% CI Lower Bound,90% CI Upper Bound,Poverty Percent Under Age 18,90% CI Lower Bound,90% CI Upper Bound,Poverty Estimate Ages 5-17,90% CI Lower Bound,90% CI Upper Bound,Poverty Percent Ages 5-17,90% CI Lower Bound,90% CI Upper Bound,Median Household Income,90% CI Lower Bound,90% CI Upper Bound,Poverty Estimate Ages 0-4,90% CI Lower Bound,90% CI Upper Bound,Poverty Percent Ages 0-4,90% CI Lower Bound,90% CI Upper Bound
36,051,Livingston County,7260.00,5985.00,8535.00,12.80,10.50,15.00,1672.00,1307.00,2037.00,13.70,10.70,16.70,1054.00,808.00,1300.00,11.60,8.90,14.30,49927.00,46247.00,53607.00, , , , , , 
36,053,Madison County,7089.00,5884.00,8294.00,11.00,9.10,12.80,2112.00,1661.00,2563.00,14.50,11.40,17.60,1334.00,1030.00,1638.00,12.20,9.50,15.00,50924.00,47717.00,54132.00, , , , , , 
36,055,Monroe County,93031.00,86183.00,99879.00,13.30,12.30,14.20,30766.00,27377.00,34156.00,18.60,16.50,20.60,20896.00,18268.00,23524.00,16.90,14.80,19.00,50050.00,48861.00,51239.00, , , , , , 
36,057,Montgomery County,5238.00,4392.00,6084.00,11.00,9.20,12.80,1895.00,1473.00,2317.00,17.40,13.60,21.30,1376.00,1030.00,1722.00,17.60,13.20,22.00,41869.00,38910.00,44828.00, , , , , , 
36,059,Nassau County,60564.00,53938.00,67189.00,4.70,4.20,5.20,16854.00,13914.00,19794.00,5.60,4.60,6.60,10900.00,8923.00,12877.00,4.80,3.90,5.70,89360.00,87427.00,91292.00, , , , , , 
36,061,New York County,278814.00,264054.00,293575.00,17.70,16.80,18.70,74411.00,67855.00,80967.00,27.80,25.40,30.30,53178.00,47787.00,58569.00,31.10,27.90,34.20,63704.00,61802.00,65606.00, , , , , , 
36,063,Niagara County,25118.00,21607.00,28629.00,11.90,10.30,13.60,7764.00,6263.00,9265.00,16.80,13.50,20.00,5087.00,4059.00,6115.00,14.60,11.70,17.60,44064.00,42400.00,45728.00, , , , , , 
36,065,Oneida County,31802.00,28256.00,35348.00,14.50,12.90,16.20,12213.00,10513.00,13913.00,24.90,21.40,28.30,8064.00,6886.00,9242.00,22.10,18.90,25.40,44082.00,42015.00,46148.00, , , , , , 
36,067,Onondaga County,56558.00,50763.00,62354.00,12.80,11.50,14.10,19564.00,16639.00,22489.00,18.80,16.00,21.60,12634.00,10499.00,14769.00,16.40,13.60,19.10,48807.00,46683.00,50931.00, , , , , , 
36,069,Ontario County,9600.00,8062.00,11139.00,9.50,8.00,11.00,3036.00,2412.00,3660.00,13.50,10.70,16.30,2029.00,1597.00,2461.00,12.10,9.50,14.60,54107.00,51732.00,56481.00, , , , , , 
36,071,Orange County,38184.00,33404.00,42963.00,10.50,9.10,11.80,14925.00,12534.00,17316.00,14.90,12.50,17.30,9113.00,7318.00,10908.00,12.40,9.90,14.80,64799.00,61811.00,67787.00, , , , , , 
36,073,Orleans County,5317.00,4450.00,6184.00,13.40,11.30,15.60,1780.00,1374.00,2185.00,19.20,14.80,23.60,1186.00,898.00,1474.00,17.00,12.80,21.10,43029.00,40215.00,45844.00, , , , , , 
36,075,Oswego County,16066.00,13418.00,18713.00,13.80,11.50,16.10,5027.00,3967.00,6088.00,18.60,14.70,22.60,3392.00,2604.00,4180.00,16.70,12.80,20.60,44854.00,42554.00,47154.00, , , , , , 
36,077,Otsego County,8996.00,7628.00,10365.00,15.70,13.30,18.10,1993.00,1565.00,2422.00,17.90,14.00,21.70,1274.00,970.00,1578.00,15.30,11.70,19.00,42572.00,40274.00,44870.00, , , , , , 
36,079,Putnam County,6505.00,5494.00,7517.00,6.70,5.60,7.70,1116.00,846.00,1387.00,4.80,3.60,5.90,703.00,527.00,879.00,3.90,2.90,4.90,84622.00,81141.00,88102.00, , , , , , 
36,081,Queens County,273346.00,257730.00,288961.00,12.20,11.50,12.80,82720.00,74904.00,90536.00,17.30,15.60,18.90,55771.00,50176.00,61366.00,16.50,14.80,18.10,52944.00,52055.00,53833.00, , , , , , 
36,083,Rensselaer County,15898.00,13776.00,18020.00,10.60,9.20,12.00,4978.00,4064.00,5893.00,14.90,12.20,17.70,2865.00,2292.00,3438.00,11.70,9.30,14.00,50840.00,48891.00,52790.00, , , , , , 
36,085,Richmond County,47753.00,41717.00,53788.00,10.10,8.80,11.30,14920.00,12399.00,17442.00,13.10,10.90,15.40,10186.00,8268.00,12104.00,12.10,9.80,14.30,66384.00,64071.00,68697.00, , , , , , 
36,087,Rockland County,25711.00,22013.00,29409.00,8.80,7.60,10.10,10967.00,8919.00,13014.00,13.90,11.30,16.60,7047.00,5551.00,8543.00,12.50,9.80,15.10,80620.00,77074.00,84165.00, , , , , , 
36,089,St. Lawrence County,15693.00,13275.00,18111.00,15.90,13.50,18.40,4855.00,3867.00,5843.00,22.20,17.70,26.70,3164.00,2494.00,3834.00,19.90,15.70,24.10,39035.00,36110.00,41960.00, , , , , , 
36,091,Saratoga County,14556.00,12594.00,16518.00,6.90,6.00,7.80,3386.00,2669.00,4102.00,7.20,5.60,8.70,2380.00,1847.00,2913.00,6.80,5.20,8.30,62607.00,60237.00,64976.00, , , , , , 
36,093,Schenectady County,16264.00,13818.00,18710.00,11.10,9.40,12.80,5311.00,4253.00,6368.00,15.60,12.50,18.70,3356.00,2638.00,4074.00,13.60,10.70,16.50,53182.00,49814.00,56550.00, , , , , , 
36,095,Schoharie County,3834.00,3104.00,4565.00,12.70,10.20,15.10,1070.00,824.00,1315.00,17.10,13.20,21.10,675.00,509.00,841.00,14.20,10.70,17.70,44524.00,40778.00,48270.00, , , , , , 
36,097,Schuyler County,2103.00,1662.00,2543.00,11.40,9.00,13.80,733.00,557.00,909.00,18.80,14.30,23.30,471.00,354.00,588.00,15.50,11.70,19.40,44511.00,41889.00,47134.00, , , , , , 
36,099,Seneca County,3804.00,3114.00,4494.00,12.10,9.90,14.30,1217.00,930.00,1504.00,17.60,13.40,21.70,784.00,597.00,971.00,15.30,11.60,18.90,43440.00,41279.00,45601.00, , , , , , 
36,101,Steuben County,14287.00,12418.00,16155.00,15.00,13.00,17.00,4493.00,3673.00,5313.00,21.10,17.20,24.90,2984.00,2375.00,3593.00,18.90,15.00,22.70,41519.00,39542.00,43497.00, , , , , , 
36,103,Suffolk County,75211.00,67779.00,82644.00,5.30,4.70,5.80,23279.00,19735.00,26824.00,6.60,5.60,7.60,14962.00,12337.00,17587.00,5.70,4.70,6.70,82961.00,81185.00,84736.00, , , , , , 
36,105,Sullivan County,10374.00,8893.00,11855.00,14.20,12.10,16.20,3435.00,2769.00,4101.00,20.10,16.20,24.00,2284.00,1760.00,2808.00,18.50,14.20,22.70,45555.00,42466.00,48645.00, , , , , , 
36,107,Tioga County,5170.00,4216.00,6125.00,10.30,8.40,12.20,1622.00,1262.00,1982.00,14.50,11.30,17.70,1002.00,761.00,1243.00,11.90,9.00,14.80,49235.00,46034.00,52436.00, , , , , , 
36,109,Tompkins County,16914.00,14408.00,19420.00,19.20,16.40,22.10,1988.00,1541.00,2435.00,13.30,10.30,16.20,1245.00,944.00,1546.00,11.70,8.90,14.50,44379.00,41426.00,47333.00, , , , , , 
36,111,Ulster County,19451.00,16520.00,22381.00,11.20,9.50,12.90,5545.00,4413.00,6677.00,15.20,12.10,18.20,3549.00,2746.00,4352.00,12.90,10.00,15.90,55589.00,52898.00,58279.00, , , , , , 
36,113,Warren County,6307.00,5150.00,7463.00,9.70,7.90,11.50,1934.00,1498.00,2370.00,14.60,11.30,17.90,1309.00,991.00,1627.00,13.20,10.00,16.40,47043.00,43721.00,50365.00, , , , , , 
36,115,Washington County,6867.00,5569.00,8165.00,11.60,9.40,13.80,2233.00,1726.00,2740.00,17.60,13.60,21.60,1432.00,1092.00,1772.00,15.20,11.60,18.80,44043.00,41708.00,46378.00, , , , , , 
36,117,Wayne County,10146.00,8419.00,11873.00,11.30,9.40,13.20,3454.00,2722.00,4185.00,16.10,12.70,19.50,2146.00,1636.00,2656.00,13.30,10.20,16.50,51853.00,49382.00,54325.00, , , , , , 
36,119,Westchester County,71430.00,63984.00,78876.00,7.70,6.90,8.50,21415.00,18117.00,24712.00,9.40,8.00,10.80,14017.00,11543.00,16491.00,8.40,6.90,9.90,77097.00,75467.00,78726.00, , , , , , 
36,121,Wyoming County,3625.00,2925.00,4325.00,9.60,7.80,11.50,1116.00,865.00,1368.00,13.50,10.40,16.50,771.00,588.00,954.00,12.50,9.50,15.40,49050.00,46077.00,52023.00, , , , , , 
36,123,Yates County,3660.00,2932.00,4388.00,15.80,12.60,18.90,1450.00,1127.00,1773.00,25.90,20.10,31.60,941.00,723.00,1159.00,22.50,17.30,27.80,40924.00,37811.00,44037.00, , , , , , 
37,000,North Carolina,1256867.00,1236383.00,1277350.00,14.30,14.10,14.50,427221.00,415585.00,438857.00,19.50,19.00,20.10,275164.00,265262.00,285066.00,17.80,17.20,18.40,44772.00,44349.00,45194.00,141506.00,135216.00,147795.00,22.60,21.60,23.60
37,001,Alamance County,18448.00,15606.00,21289.00,13.00,11.00,15.00,6196.00,4954.00,7438.00,18.00,14.40,21.60,3613.00,2796.00,4430.00,14.70,11.40,18.00,41922.00,40274.00,43570.00, , , , , , 
37,003,Alexander County,4132.00,3324.00,4940.00,11.80,9.50,14.10,1311.00,1015.00,1607.00,16.20,12.60,19.90,898.00,679.00,1117.00,15.00,11.40,18.70,42197.00,39286.00,45109.00, , , , , , 
37,005,Alleghany County,1796.00,1403.00,2188.00,16.70,13.10,20.40,533.00,399.00,667.00,26.00,19.50,32.50,344.00,254.00,434.00,22.40,16.60,28.30,32949.00,29822.00,36076.00, , , , , , 
37,007,Anson County,4839.00,3829.00,5849.00,21.30,16.80,25.70,1623.00,1240.00,2005.00,28.70,21.90,35.40,1114.00,840.00,1388.00,27.30,20.60,34.00,33777.00,30635.00,36920.00, , , , , , 
37,009,Ashe County,3844.00,3058.00,4630.00,15.20,12.10,18.30,1143.00,868.00,1417.00,23.00,17.50,28.50,700.00,524.00,876.00,19.70,14.70,24.60,35288.00,32474.00,38101.00, , , , , , 
37,011,Avery County,2686.00,2066.00,3307.00,17.60,13.60,21.70,725.00,546.00,905.00,23.50,17.70,29.40,455.00,338.00,572.00,20.30,15.00,25.50,36068.00,32441.00,39694.00, , , , , , 
37,013,Beaufort County,7513.00,6057.00,8969.00,16.60,13.40,19.80,2683.00,2065.00,3302.00,25.90,20.00,31.90,1788.00,1355.00,2221.00,24.40,18.50,30.30,37343.00,34387.00,40299.00, , , , , , 
37,015,Bertie County,4781.00,3802.00,5761.00,26.00,20.60,31.30,1544.00,1179.00,1908.00,35.60,27.20,44.00,1030.00,772.00,1288.00,32.60,24.40,40.80,28531.00,25865.00,31196.00, , , , , , 
37,017,Bladen County,7351.00,5938.00,8763.00,23.30,18.80,27.80,2492.00,1956.00,3027.00,31.90,25.00,38.70,1662.00,1281.00,2043.00,30.00,23.20,36.90,32376.00,29556.00,35196.00, , , , , , 
37,019,Brunswick County,13527.00,10845.00,16210.00,13.80,11.00,16.50,4655.00,3579.00,5732.00,22.40,17.30,27.60,2929.00,2231.00,3627.00,19.70,15.00,24.30,41891.00,39125.00,44657.00, , , , , , 
37,021,Buncombe County,30948.00,27060.00,34836.00,14.00,12.30,15.80,9326.00,7637.00,11016.00,19.40,15.90,22.90,6236.00,5005.00,7467.00,18.20,14.60,21.70,43405.00,41282.00,45528.00, , , , , , 
37,023,Burke County,13683.00,11726.00,15639.00,16.00,13.70,18.30,3948.00,3198.00,4698.00,20.30,16.50,24.20,2423.00,1922.00,2924.00,16.80,13.40,20.30,37320.00,34459.00,40181.00, , , , , , 
37,025,Cabarrus County,17931.00,15199.00,20663.00,11.10,9.40,12.80,6244.00,5053.00,7436.00,14.40,11.60,17.10,3613.00,2815.00,4411.00,11.90,9.30,14.60,51927.00,49192.00,54662.00, , , , , , 
37,027,Caldwell County,10671.00,8841.00,12502.00,13.60,11.30,16.00,3377.00,2640.00,4114.00,19.20,15.00,23.30,2149.00,1629.00,2669.00,16.60,12.60,20.60,39178.00,36428.00,41927.00, , , , , , 
37,029,Camden County,781.00,598.00,964.00,8.30,6.30,10.20,241.00,180.00,301.00,10.90,8.10,13.60,156.00,115.00,197.00,9.70,7.10,12.20,55089.00,50150.00,60029.00, , , , , , 
37,031,Carteret County,6662.00,5408.00,7915.00,10.70,8.70,12.70,2268.00,1755.00,2781.00,18.40,14.30,22.60,1474.00,1111.00,1837.00,16.50,12.50,20.60,47064.00,43116.00,51012.00, , , , , , 
37,033,Caswell County,3464.00,2756.00,4173.00,15.80,12.50,19.00,1078.00,822.00,1333.00,22.60,17.20,27.90,708.00,532.00,884.00,19.70,14.80,24.60,37763.00,35114.00,40412.00, , , , , , 
37,035,Catawba County,16996.00,14406.00,19587.00,11.10,9.40,12.80,5344.00,4266.00,6421.00,14.50,11.60,17.50,3573.00,2784.00,4362.00,13.60,10.60,16.60,43618.00,41229.00,46007.00, , , , , , 
37,037,Chatham County,6853.00,5594.00,8111.00,11.30,9.20,13.40,2058.00,1592.00,2524.00,14.90,11.50,18.30,1313.00,998.00,1628.00,13.30,10.10,16.40,53164.00,49194.00,57133.00, , , , , , 
37,039,Cherokee County,4572.00,3684.00,5461.00,17.40,14.10,20.80,1381.00,1052.00,1710.00,26.40,20.10,32.70,890.00,667.00,1113.00,23.40,17.50,29.20,35221.00,32196.00,38245.00, , , , , , 
37,041,Chowan County,2473.00,1945.00,3001.00,17.30,13.60,20.90,945.00,721.00,1169.00,27.80,21.20,34.40,641.00,486.00,796.00,25.70,19.50,31.90,36575.00,33332.00,39817.00, , , , , , 
37,043,Clay County,1442.00,1116.00,1767.00,14.20,11.00,17.40,398.00,298.00,498.00,21.50,16.10,26.90,243.00,180.00,306.00,18.20,13.50,22.90,37419.00,33656.00,41182.00, , , , , , 
37,045,Cleveland County,19015.00,16076.00,21953.00,19.80,16.70,22.90,6724.00,5406.00,8042.00,28.80,23.10,34.40,4431.00,3522.00,5340.00,25.50,20.30,30.80,37411.00,35208.00,39615.00, , , , , , 
37,047,Columbus County,10998.00,9331.00,12665.00,20.70,17.60,23.90,4071.00,3270.00,4872.00,31.20,25.00,37.30,2757.00,2157.00,3357.00,29.80,23.30,36.30,32728.00,29749.00,35707.00, , , , , , 
37,049,Craven County,12775.00,10640.00,14911.00,13.90,11.60,16.20,5017.00,3970.00,6064.00,20.40,16.10,24.60,3117.00,2395.00,3839.00,18.50,14.20,22.70,44227.00,40888.00,47567.00, , , , , , 
37,051,Cumberland County,49671.00,43707.00,55635.00,17.20,15.10,19.20,19636.00,16361.00,22912.00,23.00,19.20,26.90,13431.00,10994.00,15868.00,22.50,18.40,26.60,42683.00,40642.00,44724.00, , , , , , 
37,053,Currituck County,2408.00,1899.00,2918.00,10.10,8.00,12.30,795.00,601.00,988.00,14.60,11.00,18.10,511.00,379.00,643.00,12.60,9.30,15.80,52893.00,49081.00,56706.00, , , , , , 
37,055,Dare County,3065.00,2434.00,3695.00,9.20,7.30,11.00,982.00,741.00,1222.00,13.70,10.40,17.10,608.00,454.00,762.00,12.40,9.20,15.50,51748.00,47408.00,56088.00, , , , , , 
37,057,Davidson County,23283.00,20297.00,26268.00,15.10,13.10,17.00,7580.00,6293.00,8867.00,20.80,17.20,24.30,5136.00,4148.00,6124.00,19.30,15.60,23.00,43663.00,40969.00,46358.00, , , , , , 
37,059,Davie County,3741.00,2966.00,4516.00,9.30,7.40,11.20,1251.00,959.00,1543.00,13.30,10.20,16.50,795.00,603.00,987.00,11.40,8.70,14.20,49742.00,45560.00,53924.00, , , , , , 
37,061,Duplin County,10177.00,8361.00,11993.00,19.40,16.00,22.90,3567.00,2842.00,4292.00,26.20,20.90,31.50,2520.00,1982.00,3058.00,26.50,20.80,32.10,35040.00,32662.00,37417.00, , , , , , 
37,063,Durham County,39244.00,34379.00,44110.00,15.90,14.00,17.90,11933.00,9837.00,14028.00,19.30,15.90,22.70,7331.00,5859.00,8803.00,17.70,14.20,21.30,47885.00,45698.00,50073.00, , , , , , 
37,065,Edgecombe County,11339.00,9407.00,13271.00,22.10,18.30,25.90,4356.00,3439.00,5272.00,33.20,26.20,40.20,2829.00,2178.00,3480.00,29.80,23.00,36.70,34434.00,31656.00,37211.00, , , , , , 
37,067,Forsyth County,46308.00,41300.00,51315.00,14.10,12.60,15.60,17878.00,15322.00,20434.00,21.70,18.60,24.80,11769.00,9883.00,13655.00,20.40,17.10,23.70,46561.00,44103.00,49020.00, , , , , , 
37,069,Franklin County,7818.00,6346.00,9289.00,14.00,11.40,16.70,2722.00,2133.00,3311.00,19.60,15.40,23.90,1772.00,1356.00,2188.00,17.60,13.50,21.70,44683.00,41160.00,48207.00, , , , , , 
37,071,Gaston County,29544.00,25472.00,33616.00,14.80,12.80,16.90,10414.00,8629.00,12199.00,21.60,17.90,25.30,6887.00,5586.00,8188.00,19.90,16.20,23.70,42292.00,40086.00,44497.00, , , , , , 
37,073,Gates County,1827.00,1413.00,2242.00,15.70,12.20,19.30,578.00,438.00,718.00,21.40,16.20,26.60,381.00,285.00,477.00,18.80,14.10,23.60,43925.00,40517.00,47333.00, , , , , , 
37,075,Graham County,1724.00,1364.00,2085.00,22.20,17.60,26.90,525.00,397.00,653.00,30.30,22.90,37.70,336.00,249.00,423.00,27.50,20.40,34.60,32449.00,29155.00,35743.00, , , , , , 
37,077,Granville County,6412.00,5132.00,7691.00,13.20,10.50,15.80,2198.00,1685.00,2711.00,17.70,13.60,21.90,1431.00,1077.00,1785.00,15.80,11.90,19.70,44923.00,40822.00,49025.00, , , , , , 
37,079,Greene County,4027.00,3136.00,4919.00,21.70,16.90,26.50,1385.00,1060.00,1711.00,29.70,22.70,36.60,908.00,680.00,1136.00,26.60,19.90,33.30,35977.00,32380.00,39573.00, , , , , , 
37,081,Guilford County,69916.00,63209.00,76623.00,15.50,14.00,17.00,22509.00,19471.00,25547.00,20.50,17.70,23.30,13977.00,11755.00,16199.00,17.90,15.00,20.70,46510.00,44402.00,48617.00, , , , , , 
37,083,Halifax County,13832.00,11609.00,16054.00,25.90,21.80,30.10,4977.00,4050.00,5905.00,37.70,30.70,44.70,3425.00,2725.00,4125.00,35.60,28.30,42.80,29236.00,26769.00,31702.00, , , , , , 
37,085,Harnett County,17919.00,15346.00,20493.00,17.00,14.60,19.50,6507.00,5300.00,7714.00,22.70,18.50,27.00,4091.00,3267.00,4915.00,19.80,15.80,23.80,39649.00,37492.00,41807.00, , , , , , 
37,087,Haywood County,7461.00,6109.00,8812.00,13.40,11.00,15.90,2396.00,1843.00,2948.00,21.30,16.40,26.20,1558.00,1172.00,1944.00,18.80,14.10,23.40,39872.00,36689.00,43056.00, , , , , , 
37,089,Henderson County,10783.00,8609.00,12958.00,10.90,8.70,13.10,3653.00,2795.00,4511.00,17.20,13.20,21.30,2270.00,1710.00,2830.00,15.20,11.40,18.90,46872.00,43501.00,50242.00, , , , , , 
37,091,Hertford County,5260.00,4194.00,6326.00,24.90,19.80,29.90,1585.00,1212.00,1959.00,31.90,24.40,39.50,1055.00,798.00,1312.00,30.90,23.40,38.50,30549.00,27919.00,33180.00, , , , , , 
37,093,Hoke County,6688.00,5364.00,8011.00,16.20,13.00,19.40,2875.00,2217.00,3533.00,22.10,17.10,27.20,1899.00,1430.00,2368.00,21.30,16.00,26.50,41452.00,38029.00,44874.00, , , , , , 
37,095,Hyde County,1038.00,798.00,1278.00,23.10,17.80,28.50,286.00,215.00,357.00,30.10,22.60,37.60,198.00,147.00,249.00,29.50,21.90,37.10,32449.00,29181.00,35718.00, , , , , , 
37,097,Iredell County,15378.00,12926.00,17829.00,10.30,8.60,11.90,5157.00,4123.00,6192.00,13.60,10.90,16.40,3223.00,2503.00,3943.00,11.80,9.20,14.50,50500.00,47652.00,53348.00, , , , , , 
37,099,Jackson County,6176.00,5041.00,7310.00,18.60,15.20,22.00,1441.00,1094.00,1789.00,21.30,16.20,26.40,927.00,693.00,1161.00,19.20,14.40,24.00,38955.00,35548.00,42362.00, , , , , , 
37,101,Johnston County,19394.00,16469.00,22319.00,12.50,10.60,14.40,7071.00,5692.00,8450.00,16.60,13.40,19.80,4452.00,3524.00,5380.00,14.90,11.80,18.00,47773.00,44410.00,51136.00, , , , , , 
37,103,Jones County,1734.00,1348.00,2121.00,17.30,13.50,21.20,546.00,409.00,683.00,25.60,19.20,32.10,371.00,274.00,468.00,22.40,16.60,28.30,37870.00,34247.00,41493.00, , , , , , 
37,105,Lee County,8125.00,6499.00,9751.00,14.30,11.40,17.10,3003.00,2336.00,3671.00,20.20,15.70,24.70,1874.00,1455.00,2293.00,18.40,14.20,22.50,44038.00,40941.00,47134.00, , , , , , 
37,107,Lenoir County,12292.00,10641.00,13942.00,22.20,19.20,25.20,3843.00,3126.00,4560.00,28.50,23.20,33.80,2602.00,2069.00,3135.00,27.10,21.50,32.60,32731.00,30403.00,35058.00, , , , , , 
37,109,Lincoln County,7561.00,6054.00,9069.00,10.50,8.40,12.60,2826.00,2191.00,3461.00,16.20,12.50,19.80,1694.00,1295.00,2093.00,13.30,10.20,16.50,49250.00,46598.00,51901.00, , , , , , 
37,111,McDowell County,6178.00,4981.00,7374.00,14.70,11.80,17.50,2006.00,1543.00,2468.00,21.10,16.20,26.00,1317.00,999.00,1635.00,19.20,14.50,23.80,36384.00,33368.00,39401.00, , , , , , 
37,113,Macon County,4752.00,3772.00,5732.00,14.70,11.70,17.80,1531.00,1170.00,1891.00,23.70,18.10,29.30,995.00,756.00,1234.00,21.70,16.50,26.90,39272.00,35700.00,42844.00, , , , , , 
37,115,Madison County,3153.00,2454.00,3852.00,16.20,12.60,19.80,990.00,748.00,1232.00,23.80,18.00,29.60,644.00,481.00,807.00,21.10,15.70,26.40,37691.00,34043.00,41340.00, , , , , , 
37,117,Martin County,4667.00,3710.00,5625.00,19.80,15.80,23.90,1654.00,1252.00,2056.00,30.10,22.80,37.40,1141.00,852.00,1430.00,28.80,21.50,36.10,32920.00,29867.00,35972.00, , , , , , 
37,119,Mecklenburg County,93220.00,84710.00,101729.00,11.00,10.00,12.00,31364.00,27170.00,35558.00,13.80,11.90,15.60,20521.00,17520.00,23522.00,13.20,11.20,15.10,56114.00,54579.00,57648.00, , , , , , 
37,121,Mitchell County,2474.00,1955.00,2993.00,15.80,12.50,19.20,703.00,534.00,873.00,22.70,17.20,28.20,487.00,364.00,610.00,21.50,16.10,26.90,36239.00,32928.00,39551.00, , , , , , 
37,123,Montgomery County,4475.00,3571.00,5378.00,16.90,13.50,20.30,1615.00,1238.00,1991.00,23.70,18.10,29.20,1072.00,804.00,1340.00,21.90,16.40,27.40,36102.00,32852.00,39352.00, , , , , , 
37,125,Moore County,8510.00,6904.00,10116.00,10.20,8.30,12.10,3172.00,2427.00,3917.00,17.30,13.30,21.40,2026.00,1521.00,2531.00,15.40,11.60,19.20,50342.00,46700.00,53984.00, , , , , , 
37,127,Nash County,13239.00,11117.00,15362.00,14.60,12.20,16.90,4864.00,3891.00,5837.00,21.40,17.10,25.60,3122.00,2463.00,3781.00,19.00,15.00,23.00,45288.00,43404.00,47172.00, , , , , , 
37,129,New Hanover County,25494.00,22201.00,28788.00,13.70,11.90,15.50,7688.00,6336.00,9040.00,19.10,15.70,22.40,5048.00,4092.00,6004.00,17.80,14.50,21.20,48106.00,45014.00,51199.00, , , , , , 
37,131,Northampton County,4271.00,3348.00,5194.00,21.40,16.80,26.00,1454.00,1104.00,1804.00,32.40,24.60,40.30,1026.00,766.00,1286.00,31.20,23.30,39.10,34008.00,31594.00,36422.00, , , , , , 
37,133,Onslow County,19512.00,16272.00,22752.00,14.20,11.90,16.60,8991.00,7266.00,10716.00,20.30,16.40,24.20,5205.00,4039.00,6371.00,18.00,14.00,22.10,41799.00,40076.00,43523.00, , , , , , 
37,135,Orange County,16095.00,13885.00,18304.00,14.20,12.20,16.10,2714.00,2135.00,3294.00,11.50,9.10,14.00,1673.00,1277.00,2069.00,10.00,7.60,12.30,55028.00,50972.00,59085.00, , , , , , 
37,137,Pamlico County,1701.00,1331.00,2072.00,14.30,11.20,17.40,546.00,412.00,679.00,24.80,18.70,30.90,383.00,284.00,482.00,23.20,17.20,29.20,40890.00,37271.00,44509.00, , , , , , 
37,139,Pasquotank County,6836.00,5591.00,8081.00,18.20,14.80,21.50,2452.00,1964.00,2940.00,25.30,20.30,30.40,1726.00,1377.00,2075.00,25.50,20.30,30.70,39270.00,35645.00,42895.00, , , , , , 
37,141,Pender County,6227.00,5004.00,7449.00,12.80,10.30,15.30,2064.00,1603.00,2525.00,19.10,14.80,23.30,1335.00,1009.00,1661.00,16.80,12.70,20.90,45230.00,41690.00,48770.00, , , , , , 
37,143,Perquimans County,1968.00,1515.00,2420.00,15.90,12.30,19.60,674.00,505.00,843.00,26.40,19.80,33.00,466.00,345.00,587.00,25.10,18.60,31.70,39108.00,35379.00,42838.00, , , , , , 
37,145,Person County,5995.00,4879.00,7111.00,16.30,13.20,19.30,1610.00,1244.00,1977.00,18.60,14.30,22.80,1018.00,766.00,1270.00,16.00,12.10,20.00,42140.00,38248.00,46032.00, , , , , , 
37,147,Pitt County,32819.00,28680.00,36959.00,22.50,19.60,25.30,8938.00,7377.00,10499.00,24.80,20.50,29.20,5248.00,4113.00,6383.00,21.10,16.50,25.60,38632.00,35844.00,41420.00, , , , , , 
37,149,Polk County,2147.00,1676.00,2618.00,11.50,9.00,14.00,611.00,463.00,760.00,17.10,13.00,21.30,414.00,308.00,520.00,15.20,11.30,19.10,43116.00,39361.00,46871.00, , , , , , 
37,151,Randolph County,23300.00,19986.00,26614.00,16.80,14.40,19.20,8445.00,6971.00,9919.00,25.10,20.70,29.50,5436.00,4427.00,6445.00,22.20,18.10,26.30,38475.00,36321.00,40628.00, , , , , , 
37,153,Richmond County,9057.00,7399.00,10715.00,20.60,16.80,24.40,3242.00,2527.00,3956.00,28.80,22.50,35.20,2069.00,1583.00,2555.00,25.40,19.50,31.40,31944.00,29458.00,34431.00, , , , , , 
37,155,Robeson County,35416.00,31166.00,39666.00,28.60,25.10,32.00,14246.00,12243.00,16249.00,41.40,35.60,47.30,9753.00,8375.00,11131.00,40.00,34.40,45.70,31006.00,29596.00,32416.00, , , , , , 
37,157,Rockingham County,13828.00,11706.00,15949.00,15.10,12.80,17.50,4507.00,3653.00,5361.00,21.90,17.80,26.10,2995.00,2411.00,3579.00,19.90,16.00,23.70,39413.00,36504.00,42322.00, , , , , , 
37,159,Rowan County,16407.00,13746.00,19069.00,12.30,10.30,14.30,5471.00,4288.00,6655.00,17.10,13.40,20.80,3561.00,2726.00,4396.00,15.30,11.70,18.90,46071.00,43854.00,48288.00, , , , , , 
37,161,Rutherford County,10038.00,8079.00,11996.00,16.40,13.20,19.50,3659.00,2836.00,4482.00,25.50,19.70,31.20,2429.00,1860.00,2998.00,23.00,17.70,28.40,35760.00,33179.00,38341.00, , , , , , 
37,163,Sampson County,12974.00,10838.00,15109.00,20.60,17.20,24.00,4754.00,3835.00,5672.00,29.30,23.60,34.90,3005.00,2364.00,3646.00,25.90,20.40,31.40,34516.00,32148.00,36885.00, , , , , , 
37,165,Scotland County,8767.00,7171.00,10363.00,25.50,20.80,30.10,3243.00,2575.00,3911.00,36.40,28.90,43.90,2136.00,1660.00,2612.00,32.90,25.60,40.30,33025.00,30076.00,35974.00, , , , , , 
37,167,Stanly County,7856.00,6420.00,9291.00,13.80,11.20,16.30,2642.00,2071.00,3212.00,19.20,15.10,23.40,1709.00,1312.00,2106.00,17.00,13.00,20.90,40245.00,37565.00,42924.00, , , , , , 
